代码,名称,当前价,ATR,突破信号,建议手数,止损价,潜在突破位(20日最高价),距离突破%,最新日期,加仓机会,加仓目标价列表,PE,PB,ROE
002475,立讯精密,72.4,3.688,False,2700,65.02,81.78,12.96,2026-05-22,False,[],N/A,N/A,
002493,荣盛石化,11.45,0.588,False,17000,10.27,14.11,23.23,2026-05-22,False,[],N/A,N/A,
002594,比亚迪,93.75,2.465,False,4000,88.82,105.64,12.68,2026-05-22,False,[],N/A,N/A,
002600,领益智造,16.31,0.726,False,13700,14.86,17.88,9.63,2026-05-22,False,[],N/A,N/A,
002601,龙佰集团,16.02,0.611,False,16300,14.8,18.19,13.55,2026-05-22,False,[],N/A,N/A,
002625,光启技术,38.23,1.332,False,7500,35.57,43.08,12.69,2026-05-22,False,[],N/A,N/A,
002648,卫星化学,24.68,1.325,False,7500,22.03,30.2,22.37,2026-05-22,False,[],N/A,N/A,
002709,天赐材料,58.08,3.181,False,3100,51.72,64.98,11.88,2026-05-22,False,[],N/A,N/A,
002714,牧原股份,38.84,1.4,False,7100,36.04,46.45,19.59,2026-05-22,False,[],N/A,N/A,
002736,国信证券,10.09,0.24,False,41500,9.61,11.42,13.18,2026-05-22,False,[],N/A,N/A,
002916,深南电路,378.27,18.665,True,500,340.94,378.27,0.0,2026-05-22,True,"[387.6, 396.93, 406.27]",N/A,N/A,
002920,德赛西威,110.5,3.929,False,2500,102.64,113.0,2.26,2026-05-22,False,[],N/A,N/A,
002938,鹏鼎控股,103.93,5.361,True,1800,93.21,103.93,0.0,2026-05-22,True,"[106.61, 109.29, 111.97]",N/A,N/A,
003816,中国广核,4.47,0.135,False,74000,4.2,4.94,10.51,2026-05-22,False,[],N/A,N/A,
600000,浦发银行,8.96,0.16,False,62300,8.64,9.73,8.59,2026-05-22,False,[],N/A,N/A,
600009,上海机场,25.2,0.405,False,24700,24.39,27.78,10.24,2026-05-22,False,[],N/A,N/A,
600010,包钢股份,2.53,0.105,False,95500,2.32,2.92,15.42,2026-05-22,False,[],N/A,N/A,
600011,华能国际,7.32,0.204,False,48900,6.91,7.9,7.92,2026-05-22,False,[],N/A,N/A,
600015,华夏银行,6.75,0.117,False,85600,6.52,7.24,7.26,2026-05-22,False,[],N/A,N/A,
600016,民生银行,3.52,0.04,False,249100,3.44,3.77,7.1,2026-05-22,False,[],N/A,N/A,
600018,上港集团,5.11,0.065,False,153200,4.98,5.16,0.98,2026-05-22,False,[],N/A,N/A,
600019,宝钢股份,5.9,0.121,False,82400,5.66,6.55,11.02,2026-05-22,False,[],N/A,N/A,
600023,浙能电力,5.75,0.201,False,49600,5.35,6.77,17.74,2026-05-22,False,[],N/A,N/A,
600025,华能水电,9.23,0.202,False,49400,8.83,9.95,7.8,2026-05-22,False,[],N/A,N/A,
600026,中远海能,22.8,1.267,False,7800,20.27,23.85,4.61,2026-05-22,False,[],N/A,N/A,
600027,华电国际,5.13,0.138,False,72500,4.85,5.55,8.19,2026-05-22,False,[],N/A,N/A,
600028,中国石化,4.96,0.104,False,96500,4.75,5.51,11.09,2026-05-22,False,[],N/A,N/A,
600029,南方航空,5.29,0.166,False,60400,4.96,5.77,9.07,2026-05-22,False,[],N/A,N/A,
600030,中信证券,25.87,0.57,False,17500,24.73,27.84,7.61,2026-05-22,False,[],N/A,N/A,
600031,三一重工,18.96,0.691,False,14400,17.58,22.48,18.57,2026-05-22,False,[],N/A,N/A,
600036,招商银行,37.02,0.423,False,23600,36.17,40.03,8.13,2026-05-22,False,[],N/A,N/A,
600039,四川路桥,8.1,0.265,False,37800,7.57,10.15,25.31,2026-05-22,False,[],N/A,N/A,
600048,保利发展,5.82,0.188,False,53100,5.44,6.86,17.87,2026-05-22,False,[],N/A,N/A,
600050,中国联通,4.46,0.128,False,78000,4.2,5.11,14.57,2026-05-22,False,[],N/A,N/A,
600061,国投资本,6.35,0.141,False,70900,6.07,6.88,8.35,2026-05-22,False,[],N/A,N/A,
600066,宇通客车,31.55,1.157,False,8600,29.24,37.72,19.56,2026-05-22,False,[],N/A,N/A,
600085,同仁堂,25.22,0.45,False,22200,24.32,28.45,12.81,2026-05-22,False,[],N/A,N/A,
600089,特变电工,26.02,0.915,False,10900,24.19,29.67,14.03,2026-05-22,False,[],N/A,N/A,
600104,上汽集团,12.48,0.222,False,44900,12.04,13.99,12.1,2026-05-22,False,[],N/A,N/A,
600111,北方稀土,51.09,2.281,False,4300,46.53,57.96,13.45,2026-05-22,False,[],N/A,N/A,
600115,中国东航,4.14,0.178,False,56300,3.78,4.7,13.53,2026-05-22,False,[],N/A,N/A,
600150,中国船舶,38.4,1.446,False,6900,35.51,43.42,13.07,2026-05-22,False,[],N/A,N/A,
600160,巨化股份,35.84,1.542,False,6400,32.76,37.66,5.08,2026-05-22,False,[],N/A,N/A,
600161,天坛生物,13.25,0.31,False,32200,12.63,15.06,13.66,2026-05-22,False,[],N/A,N/A,
600176,中国巨石,38.35,2.087,False,4700,34.18,39.88,3.99,2026-05-22,False,[],N/A,N/A,
600183,生益科技,108.01,5.192,True,1900,97.63,108.01,0.0,2026-05-22,True,"[110.61, 113.2, 115.8]",N/A,N/A,
600188,兖矿能源,20.01,0.973,False,10200,18.06,23.6,17.94,2026-05-22,False,[],N/A,N/A,
600196,复星医药,23.4,0.484,False,20600,22.43,25.89,10.64,2026-05-22,False,[],N/A,N/A,
600219,南山铝业,5.28,0.23,False,43500,4.82,6.19,17.23,2026-05-22,False,[],N/A,N/A,
600233,圆通速递,18.71,0.711,False,14000,17.29,22.86,22.18,2026-05-22,False,[],N/A,N/A,
600276,恒瑞医药,50.47,1.721,False,5800,47.03,58.87,16.64,2026-05-22,False,[],N/A,N/A,
600309,万华化学,77.99,2.759,False,3600,72.47,90.92,16.58,2026-05-22,False,[],N/A,N/A,
600346,恒力石化,18.53,1.041,False,9600,16.45,24.95,34.65,2026-05-22,False,[],N/A,N/A,
600362,江西铜业,45.28,2.056,False,4800,41.17,51.88,14.58,2026-05-22,False,[],N/A,N/A,
600372,中航机载,11.79,0.358,False,27900,11.07,13.81,17.13,2026-05-22,False,[],N/A,N/A,
600377,宁沪高速,12.22,0.202,False,49500,11.82,12.55,2.7,2026-05-22,False,[],N/A,N/A,
600406,国电南瑞,25.83,0.801,False,12400,24.23,28.48,10.26,2026-05-22,False,[],N/A,N/A,
600415,小商品城,13.35,0.487,False,20500,12.38,14.36,7.57,2026-05-22,False,[],N/A,N/A,
600426,华鲁恒升,31.41,1.534,False,6500,28.34,39.7,26.39,2026-05-22,False,[],N/A,N/A,
600436,片仔癀,124.08,2.614,False,3800,118.85,146.97,18.45,2026-05-22,False,[],N/A,N/A,
600438,通威股份,16.1,0.628,False,15900,14.84,18.83,16.96,2026-05-22,False,[],N/A,N/A,
600460,士兰微,32.16,1.149,False,8700,29.86,33.17,3.14,2026-05-22,False,[],N/A,N/A,
600482,中国动力,35.83,2.197,False,4500,31.44,43.35,20.99,2026-05-22,False,[],N/A,N/A,
600489,中金黄金,23.29,1.064,False,9300,21.16,28.48,22.28,2026-05-22,False,[],N/A,N/A,
600515,海南机场,3.22,0.094,False,105900,3.03,3.64,13.04,2026-05-22,False,[],N/A,N/A,
600519,贵州茅台,1290.2,21.985,False,400,1246.23,1458.88,13.07,2026-05-22,False,[],N/A,N/A,
600522,中天科技,43.82,2.524,False,3900,38.77,47.4,8.17,2026-05-22,False,[],N/A,N/A,
600547,山东黄金,30.05,1.421,False,7000,27.21,37.48,24.73,2026-05-22,False,[],N/A,N/A,
600570,恒生电子,25.83,0.755,False,13200,24.32,28.08,8.71,2026-05-22,False,[],N/A,N/A,
600584,长电科技,72.88,3.404,True,2900,66.07,73.14,0.36,2026-05-22,True,"[74.58, 76.28, 77.99]",N/A,N/A,
600585,海螺水泥,19.68,0.429,False,23300,18.82,22.06,12.09,2026-05-22,False,[],N/A,N/A,
600588,用友网络,10.87,0.443,False,22500,9.98,12.88,18.49,2026-05-22,False,[],N/A,N/A,
600600,青岛啤酒,60.83,0.756,False,13200,59.32,63.83,4.93,2026-05-22,False,[],N/A,N/A,
600660,福耀玻璃,55.27,1.316,False,7500,52.64,61.08,10.51,2026-05-22,False,[],N/A,N/A,
600674,川投能源,14.86,0.358,False,27900,14.14,15.78,6.19,2026-05-22,False,[],N/A,N/A,
600690,海尔智家,20.38,0.452,False,22100,19.48,21.85,7.21,2026-05-22,False,[],N/A,N/A,
600741,华域汽车,17.04,0.384,False,26000,16.27,20.68,21.36,2026-05-22,False,[],N/A,N/A,
600760,中航沈飞,45.44,1.232,False,8100,42.98,50.97,12.17,2026-05-22,False,[],N/A,N/A,
600795,国电电力,4.9,0.124,False,80300,4.65,5.17,5.51,2026-05-22,False,[],N/A,N/A,
600803,新奥股份,19.86,0.616,False,16200,18.63,21.58,8.66,2026-05-22,False,[],N/A,N/A,
600809,山西汾酒,128.25,3.989,False,2500,120.27,146.95,14.58,2026-05-22,False,[],N/A,N/A,
600845,宝信软件,22.84,0.913,False,10900,21.01,25.0,9.46,2026-05-22,False,[],N/A,N/A,
600875,东方电气,36.05,2.163,False,4600,31.72,45.25,25.52,2026-05-22,False,[],N/A,N/A,
600886,国投电力,13.35,0.305,False,32800,12.74,13.99,4.79,2026-05-22,False,[],N/A,N/A,
600887,伊利股份,26.2,0.492,False,20300,25.22,28.4,8.4,2026-05-22,False,[],N/A,N/A,
600893,航发动力,45.81,2.363,False,4200,41.08,53.0,15.7,2026-05-22,False,[],N/A,N/A,
600900,长江电力,26.56,0.319,False,31300,25.92,27.42,3.24,2026-05-22,False,[],N/A,N/A,
600905,三峡能源,4.11,0.065,False,152700,3.98,4.29,4.38,2026-05-22,False,[],N/A,N/A,
600918,中泰证券,5.64,0.094,False,106900,5.45,6.1,8.16,2026-05-22,False,[],N/A,N/A,
600919,江苏银行,11.13,0.191,False,52300,10.75,11.46,2.96,2026-05-22,False,[],N/A,N/A,
600926,杭州银行,16.05,0.281,False,35500,15.49,17.59,9.6,2026-05-22,False,[],N/A,N/A,
600930,华电新能,6.05,0.197,False,50800,5.66,6.84,13.06,2026-05-22,False,[],N/A,N/A,
600938,中国海油,35.83,1.109,False,9000,33.61,40.52,13.09,2026-05-22,False,[],N/A,N/A,
600941,中国移动,95.98,1.529,False,6500,92.92,103.36,7.69,2026-05-22,False,[],N/A,N/A,
600958,东方证券,9.58,0.263,False,38000,9.05,10.14,5.85,2026-05-22,False,[],N/A,N/A,
600989,宝丰能源,26.54,1.269,False,7800,24.0,31.61,19.1,2026-05-22,False,[],N/A,N/A,
600999,招商证券,17.34,0.382,False,26100,16.58,18.25,5.25,2026-05-22,False,[],N/A,N/A,
601006,大秦铁路,5.42,0.084,False,119600,5.25,5.55,2.4,2026-05-22,False,[],N/A,N/A,
601009,南京银行,10.84,0.205,False,48700,10.43,11.95,10.24,2026-05-22,False,[],N/A,N/A,
601012,隆基绿能,15.04,0.511,False,19500,14.02,17.79,18.28,2026-05-22,False,[],N/A,N/A,
601018,宁波港,3.61,0.077,False,129200,3.46,3.88,7.48,2026-05-22,False,[],N/A,N/A,
601021,春秋航空,46.43,1.281,False,7800,43.87,48.89,5.3,2026-05-22,False,[],N/A,N/A,
601058,赛轮轮胎,12.79,0.416,False,24000,11.96,14.7,14.93,2026-05-22,False,[],N/A,N/A,
601059,信达证券,17.13,0.248,False,40200,16.63,17.51,2.22,2026-05-22,False,[],N/A,N/A,
601066,中信建投,22.0,0.472,False,21100,21.06,23.53,6.95,2026-05-22,False,[],N/A,N/A,
601077,渝农商行,6.83,0.159,False,62900,6.51,7.54,10.4,2026-05-22,False,[],N/A,N/A,
601088,中国神华,44.98,1.073,False,9300,42.83,48.7,8.27,2026-05-22,False,[],N/A,N/A,
601100,恒立液压,117.05,4.871,False,2000,107.31,118.85,1.54,2026-05-22,False,[],N/A,N/A,
601111,中国国航,6.68,0.209,False,47800,6.26,7.38,10.48,2026-05-22,False,[],N/A,N/A,
601117,中国化学,7.91,0.226,False,44300,7.46,8.7,9.99,2026-05-22,False,[],N/A,N/A,
601127,赛力斯,82.03,2.98,False,3300,76.07,95.94,16.96,2026-05-22,False,[],N/A,N/A,
601136,首创证券,15.17,0.356,False,28100,14.46,17.06,12.46,2026-05-22,False,[],N/A,N/A,
601138,工业富联,67.16,3.149,False,3100,60.86,74.0,10.18,2026-05-22,False,[],N/A,N/A,
601166,兴业银行,17.46,0.215,False,46400,17.03,18.47,5.78,2026-05-22,False,[],N/A,N/A,
601169,北京银行,5.1,0.054,False,184300,4.99,5.52,8.24,2026-05-22,False,[],N/A,N/A,
601186,中国铁建,6.37,0.081,False,123100,6.21,6.89,8.16,2026-05-22,False,[],N/A,N/A,
601211,国泰海通,15.03,0.343,False,29100,14.34,17.07,13.57,2026-05-22,False,[],N/A,N/A,
601225,陕西煤业,23.32,0.822,False,12100,21.68,26.83,15.05,2026-05-22,False,[],N/A,N/A,
601229,上海银行,9.08,0.164,False,61100,8.75,9.97,9.8,2026-05-22,False,[],N/A,N/A,
601236,红塔证券,7.0,0.13,False,77000,6.74,7.77,11.0,2026-05-22,False,[],N/A,N/A,
601238,广汽集团,6.34,0.127,False,78500,6.09,7.18,13.25,2026-05-22,False,[],N/A,N/A,
601288,农业银行,6.46,0.14,False,71200,6.18,7.18,11.15,2026-05-22,False,[],N/A,N/A,
601298,青岛港,8.91,0.185,False,54000,8.54,9.2,3.25,2026-05-22,False,[],N/A,N/A,
601318,中国平安,53.68,1.283,False,7700,51.11,61.11,13.84,2026-05-22,False,[],N/A,N/A,
601319,中国人保,6.95,0.173,False,57700,6.6,7.52,8.2,2026-05-22,False,[],N/A,N/A,
601328,交通银行,6.64,0.099,False,100600,6.44,7.04,6.02,2026-05-22,False,[],N/A,N/A,
601336,新华保险,58.51,1.873,False,5300,54.76,67.16,14.78,2026-05-22,False,[],N/A,N/A,
601360,三六零,10.71,0.367,False,27200,9.98,12.1,12.98,2026-05-22,False,[],N/A,N/A,
601377,兴业证券,5.82,0.128,False,77800,5.56,6.21,6.7,2026-05-22,False,[],N/A,N/A,
601390,中国中铁,4.73,0.095,False,105700,4.54,5.3,12.05,2026-05-22,False,[],N/A,N/A,
601398,工商银行,7.18,0.124,False,80500,6.93,7.64,6.41,2026-05-22,False,[],N/A,N/A,
601456,国联民生,9.07,0.175,False,57100,8.72,9.74,7.39,2026-05-22,False,[],N/A,N/A,
601600,中国铝业,11.15,0.472,False,21200,10.21,12.23,9.69,2026-05-22,False,[],N/A,N/A,
601601,中国太保,32.85,1.013,False,9800,30.82,38.46,17.08,2026-05-22,False,[],N/A,N/A,
601607,上海医药,16.44,0.201,False,49800,16.04,17.26,4.99,2026-05-22,False,[],N/A,N/A,
601618,中国中冶,2.78,0.047,False,212000,2.69,2.99,7.55,2026-05-22,False,[],N/A,N/A,
601628,中国人寿,33.82,0.952,False,10500,31.92,38.71,14.46,2026-05-22,False,[],N/A,N/A,
601633,长城汽车,17.71,0.359,False,27800,16.99,20.75,17.17,2026-05-22,False,[],N/A,N/A,
601658,邮储银行,4.94,0.072,False,139600,4.8,5.23,5.87,2026-05-22,False,[],N/A,N/A,
601668,中国建筑,4.78,0.059,False,169100,4.66,5.04,5.44,2026-05-22,False,[],N/A,N/A,
601669,中国电建,5.48,0.159,False,62700,5.16,6.15,12.23,2026-05-22,False,[],N/A,N/A,
601688,华泰证券,18.16,0.548,False,18200,17.06,19.92,9.69,2026-05-22,False,[],N/A,N/A,
601689,XD拓普集,72.05,2.684,False,3700,66.68,74.68,3.65,2026-05-22,False,[],N/A,N/A,
601698,中国卫通,33.37,1.568,False,6300,30.23,41.0,22.86,2026-05-22,False,[],N/A,N/A,
601728,中国电信,6.15,0.197,False,50600,5.76,7.39,20.16,2026-05-22,False,[],N/A,N/A,
601766,中国中车,5.77,0.112,False,89600,5.55,6.2,7.45,2026-05-22,False,[],N/A,N/A,
601788,光大证券,14.32,0.322,False,31000,13.68,15.71,9.71,2026-05-22,False,[],N/A,N/A,
601800,中国交建,6.31,0.109,False,91900,6.09,7.36,16.64,2026-05-22,False,[],N/A,N/A,
601808,中海油服,13.71,0.411,False,24300,12.89,15.35,11.96,2026-05-22,False,[],N/A,N/A,
601816,京沪高铁,4.86,0.082,False,122300,4.7,5.25,8.02,2026-05-22,False,[],N/A,N/A,
601818,光大银行,3.1,0.034,False,291800,3.03,3.19,2.9,2026-05-22,False,[],N/A,N/A,
601825,沪农商行,8.6,0.196,False,50900,8.21,9.24,7.44,2026-05-22,False,[],N/A,N/A,
601838,成都银行,18.54,0.322,False,31100,17.9,19.25,3.83,2026-05-22,False,[],N/A,N/A,
601857,中国石油,11.08,0.34,False,29400,10.4,12.36,11.55,2026-05-22,False,[],N/A,N/A,
601868,中国能建,2.99,0.139,False,71700,2.71,3.58,19.73,2026-05-22,False,[],N/A,N/A,
601872,招商轮船,18.08,1.107,False,9000,15.87,19.86,9.85,2026-05-22,False,[],N/A,N/A,
601877,正泰电器,30.59,1.235,False,8100,28.12,35.15,14.91,2026-05-22,False,[],N/A,N/A,
601878,浙商证券,9.42,0.174,False,57500,9.07,10.1,7.22,2026-05-22,False,[],N/A,N/A,
601881,中国银河,12.13,0.288,False,34700,11.55,13.15,8.41,2026-05-22,False,[],N/A,N/A,
601888,中国中免,56.65,1.731,False,5700,53.19,67.27,18.75,2026-05-22,False,[],N/A,N/A,
601898,中煤能源,15.58,0.791,False,12600,14.0,19.02,22.08,2026-05-22,False,[],N/A,N/A,
601899,紫金矿业,30.96,1.186,False,8400,28.59,35.86,15.83,2026-05-22,False,[],N/A,N/A,
601901,方正证券,7.06,0.129,False,77500,6.8,7.33,3.82,2026-05-22,False,[],N/A,N/A,
601916,浙商银行,2.97,0.031,False,327000,2.91,3.03,2.02,2026-05-22,False,[],N/A,N/A,
601919,中远海控,14.61,0.26,False,38500,14.09,14.84,1.57,2026-05-22,False,[],N/A,N/A,
601939,建设银行,10.1,0.195,False,51300,9.71,10.13,0.3,2026-05-22,False,[],N/A,N/A,
601985,中国核电,8.71,0.176,False,56700,8.36,9.32,7.0,2026-05-22,False,[],N/A,N/A,
601988,中国银行,5.86,0.11,False,91000,5.64,5.95,1.54,2026-05-22,False,[],N/A,N/A,
601995,中金公司,33.68,0.584,False,17100,32.51,34.95,3.77,2026-05-22,False,[],N/A,N/A,
601998,中信银行,7.75,0.172,False,58200,7.41,8.51,9.81,2026-05-22,False,[],N/A,N/A,
603019,中科曙光,94.8,4.034,False,2400,86.73,105.0,10.76,2026-05-22,False,[],N/A,N/A,
603195,公牛集团,44.03,0.885,False,11200,42.26,45.3,2.88,2026-05-22,False,[],N/A,N/A,
603259,药明康德,103.98,3.691,False,2700,96.6,114.5,10.12,2026-05-22,False,[],N/A,N/A,
603260,合盛硅业,40.65,1.656,False,6000,37.34,46.77,15.06,2026-05-22,False,[],N/A,N/A,
603288,海天味业,35.29,0.805,False,12400,33.68,40.98,16.12,2026-05-22,False,[],N/A,N/A,
603296,华勤技术,108.94,5.963,False,1600,97.01,122.0,11.99,2026-05-22,False,[],N/A,N/A,
603369,今世缘,27.09,0.898,False,11100,25.29,29.49,8.86,2026-05-22,False,[],N/A,N/A,
603392,万泰生物,36.65,1.377,False,7200,33.9,46.98,28.19,2026-05-22,False,[],N/A,N/A,
603501,豪威集团,104.25,3.781,False,2600,96.69,108.43,4.01,2026-05-22,False,[],N/A,N/A,
603799,华友钴业,58.88,2.71,False,3600,53.46,70.85,20.33,2026-05-22,False,[],N/A,N/A,
603893,瑞芯微,195.24,7.956,False,1200,179.33,203.0,3.97,2026-05-22,False,[],N/A,N/A,
603986,兆易创新,468.74,22.906,True,400,422.93,472.99,0.91,2026-05-22,True,"[480.19, 491.65, 503.1]",N/A,N/A,
603993,洛阳钼业,18.53,0.862,False,11500,16.81,21.45,15.76,2026-05-22,False,[],N/A,N/A,
605117,DR德业股,120.7,10.616,False,900,99.47,174.56,44.62,2026-05-22,False,[],N/A,N/A,
605499,东鹏饮料,144.58,8.859,False,1100,126.86,211.18,46.06,2026-05-22,False,[],N/A,N/A,
