代码,名称,当前价,ATR,突破信号,建议手数,止损价,潜在突破位(20日最高价),距离突破%,最新日期,加仓机会,加仓目标价列表,PE,PB,ROE
600276,恒瑞医药,49.2,1.707,False,5800,45.79,58.87,19.65,2026-05-26,False,[],N/A,N/A,
600309,万华化学,77.58,2.569,False,3800,72.44,90.92,17.2,2026-05-26,False,[],N/A,N/A,
600346,恒力石化,18.69,0.962,False,10300,16.77,24.14,29.16,2026-05-26,False,[],N/A,N/A,
600362,江西铜业,46.54,2.124,False,4700,42.29,51.88,11.47,2026-05-26,False,[],N/A,N/A,
600372,中航机载,11.67,0.341,False,29300,10.99,13.81,18.34,2026-05-26,False,[],N/A,N/A,
600377,宁沪高速,12.5,0.201,False,49800,12.1,12.55,0.4,2026-05-26,False,[],N/A,N/A,
600406,国电南瑞,25.48,0.825,False,12100,23.83,28.48,11.77,2026-05-26,False,[],N/A,N/A,
600415,小商品城,13.24,0.513,False,19400,12.21,14.36,8.46,2026-05-26,False,[],N/A,N/A,
600426,华鲁恒升,30.37,1.465,False,6800,27.44,39.7,30.72,2026-05-26,False,[],N/A,N/A,
600436,片仔癀,123.0,2.711,False,3600,117.58,146.97,19.49,2026-05-26,False,[],N/A,N/A,
600438,通威股份,15.3,0.606,False,16400,14.09,18.24,19.22,2026-05-26,False,[],N/A,N/A,
600460,士兰微,33.9,1.354,False,7300,31.19,34.5,1.77,2026-05-26,False,[],N/A,N/A,
600482,中国动力,35.92,2.155,False,4600,31.61,43.06,19.88,2026-05-26,False,[],N/A,N/A,
600489,中金黄金,24.66,1.048,False,9500,22.56,28.48,15.49,2026-05-26,False,[],N/A,N/A,
600515,海南机场,3.23,0.09,False,110500,3.05,3.64,12.69,2026-05-26,False,[],N/A,N/A,
600519,贵州茅台,1273.38,21.197,False,400,1230.99,1458.88,14.57,2026-05-26,False,[],N/A,N/A,
600522,中天科技,40.48,2.798,False,3500,34.88,47.4,17.09,2026-05-26,False,[],N/A,N/A,
600547,山东黄金,31.46,1.323,False,7500,28.81,36.95,17.45,2026-05-26,False,[],N/A,N/A,
600570,恒生电子,26.0,0.78,False,12800,24.44,28.08,8.0,2026-05-26,False,[],N/A,N/A,
600584,长电科技,88.19,4.548,True,2100,79.09,88.19,0.0,2026-05-26,True,"[90.46, 92.74, 95.01]",N/A,N/A,
600585,海螺水泥,19.5,0.39,False,25600,18.72,21.73,11.44,2026-05-26,False,[],N/A,N/A,
600588,用友网络,10.7,0.434,False,23000,9.83,12.88,20.37,2026-05-26,False,[],N/A,N/A,
600600,青岛啤酒,60.43,0.799,False,12500,58.83,63.83,5.63,2026-05-26,False,[],N/A,N/A,
600660,福耀玻璃,53.49,1.332,False,7500,50.83,61.08,14.19,2026-05-26,False,[],N/A,N/A,
600674,川投能源,15.13,0.358,False,27800,14.41,15.78,4.3,2026-05-26,False,[],N/A,N/A,
600690,海尔智家,20.22,0.418,False,23900,19.38,21.85,8.06,2026-05-26,False,[],N/A,N/A,
600741,华域汽车,16.98,0.361,False,27700,16.26,20.51,20.79,2026-05-26,False,[],N/A,N/A,
600760,中航沈飞,43.64,1.182,False,8400,41.28,50.97,16.8,2026-05-26,False,[],N/A,N/A,
600795,国电电力,4.95,0.123,False,80900,4.7,5.17,4.44,2026-05-26,False,[],N/A,N/A,
600803,新奥股份,19.67,0.586,False,17000,18.5,21.58,9.71,2026-05-26,False,[],N/A,N/A,
600809,山西汾酒,126.68,4.165,False,2400,118.35,146.95,16.0,2026-05-26,False,[],N/A,N/A,
600845,宝信软件,21.16,0.971,False,10200,19.22,25.0,18.15,2026-05-26,False,[],N/A,N/A,
600875,东方电气,35.69,2.1,False,4700,31.49,44.2,23.84,2026-05-26,False,[],N/A,N/A,
600886,国投电力,13.87,0.329,False,30300,13.21,13.99,0.87,2026-05-26,False,[],N/A,N/A,
600887,伊利股份,26.58,0.518,False,19300,25.54,28.4,6.85,2026-05-26,False,[],N/A,N/A,
600893,航发动力,44.9,2.248,False,4400,40.4,53.0,18.04,2026-05-26,False,[],N/A,N/A,
600900,长江电力,27.14,0.337,False,29600,26.47,27.42,1.03,2026-05-26,False,[],N/A,N/A,
600905,三峡能源,4.11,0.061,False,163300,3.99,4.29,4.38,2026-05-26,False,[],N/A,N/A,
600918,中泰证券,5.59,0.099,False,101400,5.39,6.1,9.12,2026-05-26,False,[],N/A,N/A,
600919,江苏银行,11.05,0.192,False,52000,10.67,11.46,3.71,2026-05-26,False,[],N/A,N/A,
600926,杭州银行,16.07,0.275,False,36300,15.52,17.59,9.46,2026-05-26,False,[],N/A,N/A,
600930,华电新能,6.09,0.181,False,55100,5.73,6.84,12.32,2026-05-26,False,[],N/A,N/A,
600938,中国海油,35.17,1.015,False,9800,33.14,40.52,15.21,2026-05-26,False,[],N/A,N/A,
600941,中国移动,97.19,1.591,False,6200,94.01,103.36,6.35,2026-05-26,False,[],N/A,N/A,
600958,东方证券,9.6,0.28,False,35700,9.04,10.14,5.63,2026-05-26,False,[],N/A,N/A,
600989,宝丰能源,25.15,1.232,False,8100,22.69,31.61,25.69,2026-05-26,False,[],N/A,N/A,
600999,招商证券,17.87,0.454,False,22000,16.96,18.25,2.13,2026-05-26,False,[],N/A,N/A,
601006,大秦铁路,5.26,0.094,False,106800,5.07,5.55,5.51,2026-05-26,False,[],N/A,N/A,
601009,南京银行,10.76,0.19,False,52700,10.38,11.93,10.87,2026-05-26,False,[],N/A,N/A,
601012,隆基绿能,14.6,0.485,False,20600,13.63,17.56,20.27,2026-05-26,False,[],N/A,N/A,
601018,宁波港,3.5,0.077,False,129600,3.35,3.88,10.86,2026-05-26,False,[],N/A,N/A,
601021,春秋航空,48.14,1.362,False,7300,45.42,49.35,2.51,2026-05-26,False,[],N/A,N/A,
601058,赛轮轮胎,13.3,0.406,False,24600,12.49,14.7,10.53,2026-05-26,False,[],N/A,N/A,
601059,信达证券,17.35,0.242,False,41200,16.87,17.51,0.92,2026-05-26,False,[],N/A,N/A,
601066,中信建投,23.72,0.582,True,17100,22.56,24.11,1.64,2026-05-26,True,"[24.01, 24.3, 24.59]",N/A,N/A,
601077,渝农商行,6.8,0.155,False,64600,6.49,7.54,10.88,2026-05-26,False,[],N/A,N/A,
601088,中国神华,44.8,1.083,False,9200,42.63,48.7,8.71,2026-05-26,False,[],N/A,N/A,
601100,恒立液压,112.23,5.092,False,1900,102.05,118.85,5.9,2026-05-26,False,[],N/A,N/A,
601111,中国国航,6.96,0.209,False,47900,6.54,7.38,6.03,2026-05-26,False,[],N/A,N/A,
601117,中国化学,7.97,0.207,False,48200,7.56,8.7,9.16,2026-05-26,False,[],N/A,N/A,
601127,赛力斯,86.41,3.128,False,3100,80.15,92.9,7.51,2026-05-26,False,[],N/A,N/A,
601136,首创证券,15.23,0.369,False,27000,14.49,17.06,12.02,2026-05-26,False,[],N/A,N/A,
601138,工业富联,69.98,3.308,False,3000,63.36,74.0,5.74,2026-05-26,False,[],N/A,N/A,
601166,兴业银行,17.83,0.216,False,46200,17.4,18.41,3.25,2026-05-26,False,[],N/A,N/A,
601169,北京银行,5.09,0.05,False,201100,4.99,5.52,8.45,2026-05-26,False,[],N/A,N/A,
601186,中国铁建,6.34,0.078,False,127400,6.18,6.86,8.2,2026-05-26,False,[],N/A,N/A,
601211,国泰海通,15.3,0.326,False,30600,14.65,16.77,9.61,2026-05-26,False,[],N/A,N/A,
601225,陕西煤业,23.95,0.847,False,11800,22.26,26.83,12.03,2026-05-26,False,[],N/A,N/A,
601229,上海银行,9.06,0.151,False,66200,8.76,9.92,9.49,2026-05-26,False,[],N/A,N/A,
601236,红塔证券,7.01,0.128,False,78100,6.75,7.74,10.41,2026-05-26,False,[],N/A,N/A,
601238,广汽集团,6.21,0.132,False,75900,5.95,7.12,14.65,2026-05-26,False,[],N/A,N/A,
601288,农业银行,6.42,0.129,False,77600,6.16,7.07,10.12,2026-05-26,False,[],N/A,N/A,
601298,青岛港,8.82,0.187,False,53500,8.45,9.2,4.31,2026-05-26,False,[],N/A,N/A,
601318,中国平安,54.27,1.257,False,7900,51.76,61.11,12.6,2026-05-26,False,[],N/A,N/A,
601319,中国人保,7.1,0.173,False,57900,6.75,7.52,5.92,2026-05-26,False,[],N/A,N/A,
601328,交通银行,6.6,0.096,False,104500,6.41,7.04,6.67,2026-05-26,False,[],N/A,N/A,
601336,新华保险,60.16,1.856,False,5300,56.45,67.16,11.64,2026-05-26,False,[],N/A,N/A,
601360,三六零,10.76,0.348,False,28700,10.06,12.1,12.45,2026-05-26,False,[],N/A,N/A,
601377,兴业证券,5.86,0.129,False,77600,5.6,6.21,5.97,2026-05-26,False,[],N/A,N/A,
601390,中国中铁,4.8,0.09,False,110600,4.62,5.24,9.17,2026-05-26,False,[],N/A,N/A,
601398,工商银行,7.18,0.116,False,85800,6.95,7.62,6.13,2026-05-26,False,[],N/A,N/A,
601456,国联民生,9.1,0.184,False,54200,8.73,9.74,7.03,2026-05-26,False,[],N/A,N/A,
601600,中国铝业,12.09,0.5,False,19900,11.09,12.23,1.16,2026-05-26,False,[],N/A,N/A,
601601,中国太保,33.22,0.991,False,10000,31.24,38.46,15.77,2026-05-26,False,[],N/A,N/A,
601607,上海医药,16.34,0.194,False,51400,15.95,17.26,5.63,2026-05-26,False,[],N/A,N/A,
601618,中国中冶,2.83,0.05,False,201900,2.73,2.99,5.65,2026-05-26,False,[],N/A,N/A,
601628,中国人寿,33.8,0.92,False,10800,31.96,38.71,14.53,2026-05-26,False,[],N/A,N/A,
601633,长城汽车,17.45,0.371,False,26900,16.71,20.4,16.91,2026-05-26,False,[],N/A,N/A,
601658,邮储银行,4.99,0.067,False,148400,4.86,5.23,4.81,2026-05-26,False,[],N/A,N/A,
601668,中国建筑,4.76,0.055,False,182400,4.65,5.04,5.88,2026-05-26,False,[],N/A,N/A,
601669,中国电建,5.43,0.151,False,66000,5.13,6.15,13.26,2026-05-26,False,[],N/A,N/A,
601688,华泰证券,18.69,0.556,False,17900,17.58,19.92,6.58,2026-05-26,False,[],N/A,N/A,
601689,拓普集团,71.09,2.909,False,3400,65.27,74.85,5.29,2026-05-26,False,[],N/A,N/A,
601698,中国卫通,32.16,1.547,False,6400,29.07,41.0,27.49,2026-05-26,False,[],N/A,N/A,
601728,中国电信,6.08,0.219,False,45600,5.64,7.39,21.55,2026-05-26,False,[],N/A,N/A,
601766,中国中车,5.8,0.108,False,92900,5.58,6.2,6.9,2026-05-26,False,[],N/A,N/A,
601788,光大证券,14.67,0.375,False,26600,13.92,15.71,7.09,2026-05-26,False,[],N/A,N/A,
601800,中国交建,6.3,0.105,False,94700,6.09,7.19,14.13,2026-05-26,False,[],N/A,N/A,
601808,中海油服,13.42,0.341,False,29300,12.74,15.35,14.38,2026-05-26,False,[],N/A,N/A,
601816,京沪高铁,4.86,0.08,False,125000,4.7,5.25,8.02,2026-05-26,False,[],N/A,N/A,
601818,光大银行,3.09,0.033,False,305800,3.02,3.18,2.91,2026-05-26,False,[],N/A,N/A,
601825,沪农商行,8.5,0.185,False,53900,8.13,9.24,8.71,2026-05-26,False,[],N/A,N/A,
601838,成都银行,18.46,0.321,False,31100,17.82,19.25,4.28,2026-05-26,False,[],N/A,N/A,
601857,中国石油,10.96,0.321,False,31100,10.32,12.36,12.77,2026-05-26,False,[],N/A,N/A,
601868,中国能建,2.97,0.139,False,71800,2.69,3.58,20.54,2026-05-26,False,[],N/A,N/A,
601872,招商轮船,17.26,1.167,False,8500,14.93,19.86,15.06,2026-05-26,False,[],N/A,N/A,
601877,正泰电器,29.62,1.232,False,8100,27.16,35.15,18.67,2026-05-26,False,[],N/A,N/A,
601878,浙商证券,9.56,0.182,False,55000,9.2,10.1,5.65,2026-05-26,False,[],N/A,N/A,
601881,中国银河,12.59,0.33,False,30300,11.93,13.15,4.45,2026-05-26,False,[],N/A,N/A,
601888,中国中免,56.53,1.603,False,6200,53.32,67.0,18.52,2026-05-26,False,[],N/A,N/A,
601898,中煤能源,15.4,0.771,False,12900,13.86,19.02,23.51,2026-05-26,False,[],N/A,N/A,
601899,紫金矿业,32.9,1.208,False,8200,30.48,35.33,7.39,2026-05-26,False,[],N/A,N/A,
601901,方正证券,7.09,0.132,False,76000,6.83,7.33,3.39,2026-05-26,False,[],N/A,N/A,
601916,浙商银行,2.97,0.028,False,362900,2.91,3.03,2.02,2026-05-26,False,[],N/A,N/A,
601919,中远海控,14.56,0.261,False,38300,14.04,14.9,2.34,2026-05-26,False,[],N/A,N/A,
601939,建设银行,10.31,0.207,True,48300,9.9,10.36,0.48,2026-05-26,True,"[10.41, 10.52, 10.62]",N/A,N/A,
601985,中国核电,8.75,0.173,False,57700,8.4,9.32,6.51,2026-05-26,False,[],N/A,N/A,
601988,中国银行,5.91,0.113,False,88700,5.68,5.98,1.18,2026-05-26,False,[],N/A,N/A,
601995,中金公司,34.4,0.613,False,16300,33.17,34.95,1.6,2026-05-26,False,[],N/A,N/A,
601998,中信银行,7.6,0.164,False,60800,7.27,8.51,11.97,2026-05-26,False,[],N/A,N/A,
603019,中科曙光,94.33,4.196,False,2300,85.94,105.0,11.31,2026-05-26,False,[],N/A,N/A,
603195,公牛集团,41.63,0.998,False,10000,39.63,45.3,8.82,2026-05-26,False,[],N/A,N/A,
603259,药明康德,104.11,3.713,False,2600,96.68,114.5,9.98,2026-05-26,False,[],N/A,N/A,
603260,合盛硅业,40.63,1.73,False,5700,37.17,46.77,15.11,2026-05-26,False,[],N/A,N/A,
603288,海天味业,35.63,0.787,False,12600,34.06,40.59,13.92,2026-05-26,False,[],N/A,N/A,
603296,华勤技术,109.95,6.12,False,1600,97.71,122.0,10.96,2026-05-26,False,[],N/A,N/A,
603369,今世缘,28.25,1.02,False,9800,26.21,29.49,4.39,2026-05-26,False,[],N/A,N/A,
603392,万泰生物,34.42,1.441,False,6900,31.54,46.98,36.49,2026-05-26,False,[],N/A,N/A,
603501,豪威集团,106.07,4.115,False,2400,97.84,109.09,2.85,2026-05-26,False,[],N/A,N/A,
603799,华友钴业,58.1,2.703,False,3600,52.69,70.85,21.94,2026-05-26,False,[],N/A,N/A,
603893,瑞芯微,195.84,8.936,False,1100,177.97,203.0,3.66,2026-05-26,False,[],N/A,N/A,
603986,XD兆易创,526.22,28.749,True,300,468.72,538.02,2.24,2026-05-26,True,"[540.59, 554.97, 569.34]",N/A,N/A,
603993,洛阳钼业,20.39,0.924,False,10800,18.54,21.45,5.2,2026-05-26,False,[],N/A,N/A,
605117,德业股份,116.06,11.205,False,800,93.65,174.56,50.4,2026-05-26,False,[],N/A,N/A,
605499,东鹏饮料,141.62,8.919,False,1100,123.78,211.18,49.12,2026-05-26,False,[],N/A,N/A,
